daq_timestamp,daq_rawCurrent,daq_rawPressure,daq_filteredPressure,daq_tractorSpeed
1755701175.911337,0.003970122573979055,-28.010086894636206,6,17.4
1755701175.955571,0.0039696695786517605,-28.434770013974596,6,17.4
1755701176.000813,0.003971889851801982,-26.35326393564158,6,17.4
1755701176.047113,0.0039668383578561756,-31.08903950983549,6,17.4
1755701176.093113,0.003969380496107369,-28.705784899341285,6,17.4
1755701176.138618,0.003969359634480455,-28.72534267457378,6,17.4
1755701176.185413,0.003968346355458877,-29.675291757302944,6,17.4
1755701176.1978548,0.003964874384693765,-32.93026434959551,6,17.4
1755701176.231188,0.003967586396192694,-30.387753569349815,6,17.4
1755701176.277301,0.003972295163410614,-25.97328430254959,6,17.4
1755701176.2905107,0.003970176218162549,-27.959795472610015,6,17.4
1755701176.323844,0.003972858427337314,-25.445224371268115,6,17.4
1755701176.371495,0.003973064063374047,-25.25244058683142,6,17.4
1755701176.417886,0.003971123932070966,-27.07131368346905,6,17.4
1755701176.4305987,0.00396914803797889,-28.923714394791077,6,17.4
1755701176.463932,0.0039653840044369705,-32.45249584034023,6,17.4
1755701176.510692,0.003972906111055977,-25.400520885021713,6,17.4
1755701176.5232947,0.00396481179981302,-32.98893767529382,6,17.4
1755701176.556628,0.003967187045048896,-30.762145266660397,6,17.4
1755701176.603654,0.003966176746259734,-31.709300381499666,6,17.4
1755701176.650716,0.003970882533245238,-27.297625082589335,6,17.4
1755701176.712511,0.003970566628609099,-27.593785678969926,6,17.4
1755701176.790194,0.0039665015915931225,-31.404757881447768,6,17.4
1755701176.81094,0.003973016379655384,-25.29714407307782,6,17.4
1755701176.882625,0.003970310328621288,-27.83406691754292,6,17.4
1755701176.928964,0.003970638154187092,-27.526730449601132,6,17.4
1755701176.974832,0.003964758155629525,-33.03922909732,6,17.4
1755701177.020744,0.0039681079368655645,-29.898809188533335,6,17.4
1755701177.067956,0.003971269963459371,-26.93440925683995,6,17.4
1755701177.114779,0.003969556329819938,-28.540940793808385,6,17.4
1755701177.1282866,0.003968066213611735,-29.93792473899833,6,17.4
1755701177.16162,0.0039712908250862855,-26.91485148160745,6,17.4
1755701177.207622,0.00397192561459098,-26.319736320956373,6,17.4
1755701177.253952,0.003971174596022045,-27.023816229332752,6,17.4
1755701177.2668488,0.003970393775128947,-27.755835816612123,6,17.4
1755701177.300182,0.0039757730946405586,-22.712723774476423,6,17.4
1755701177.34709,0.003967961905477161,-30.035713615161626,6,17.4
1755701177.3602128,0.003969395397269451,-28.691815059889386,6,17.4
1755701177.393546,0.003971314666945617,-26.89249973848425,6,17.4
1755701177.440593,0.0039678784589695015,-30.113944716092423,6,17.4
1755701177.487302,0.003969028828682233,-29.035473110406272,6,17.4
1755701177.4986067,0.003967178104351646,-30.770527170331697,6,17.4
1755701177.53194,0.003972247479691951,-26.017987788795992,6,17.4
1755701177.578434,0.003968256948486385,-29.75911079401434,6,17.4
1755701177.5911887,0.003968820212413085,-29.231050862732864,6,17.4
1755701177.624522,0.00397107922858472,-27.11322320182475,6,17.4
1755701177.671724,0.003968584774052189,-29.451774326072552,6,17.4
1755701177.717179,0.003970393775128947,-27.755835816612123,6,17.4
1755701177.7306397,0.003966185686956983,-31.70091847782836,6,17.4
1755701177.763973,0.003969100354260228,-28.968417881036668,6,17.4
1755701177.810501,0.003968993065893237,-29.06900072509067,6,17.4
1755701177.8229268,0.003968939421709741,-29.11929214711767,6,17.4
1755701177.85626,0.0039718570692454025,-26.383997582435274,6,17.4
1755701177.9024,0.003966507552057955,-31.399169945667172,6,17.4
1755701177.948174,0.003971451757636771,-26.763977215527262,6,17.4
1755701177.9613707,0.003966245291605311,-31.645039120020762,6,17.4
1755701177.994704,0.003969452021685364,-28.63872966997168,6,17.4
1755701178.040505,0.003970912335569402,-27.269685403685536,6,17.4
1755701178.044546,0.003972566364560507,-25.719033224524697,6,17.4
1755701178.110786,0.003966725109024353,-31.19521028966928,6,17.4
1755701178.178945,0.003968566892657691,-29.468538133415155,6,17.4
1755701178.225149,0.00396835231592371,-29.669703821522347,6,17.4
1755701178.269766,0.003971073268119888,-27.118811137605345,6,17.4
1755701178.315759,0.003968930481012493,-29.127674050788162,6,17.4
1755701178.36293,0.0039700510484010606,-28.07714212400581,6,17.4
1755701178.409312,0.003969303010064543,-28.778428064490676,6,17.4
1755701178.4225166,0.003971231220437957,-26.970730839415047,6,17.4
1755701178.45585,0.003970575569306348,-27.585403775298623,6,17.4
1755701178.502283,0.003973916409845138,-24.453365770183254,6,17.4
1755701178.548386,0.00397226536108645,-26.00122398145339,6,17.4
1755701178.5618198,0.0039684447031286185,-29.583090816920244,6,17.4
1755701178.595153,0.00397321009476245,-25.115536160203128,6,17.4
1755701178.641922,0.003972676633159914,-25.615656412580805,6,17.4
1755701178.6550467,0.003967136381097816,-30.809642720797502,6,17.4
1755701178.68838,0.003971788523899825,-26.44825884391417,6,17.4
1755701178.734999,0.0039699884635203166,-28.1358154497033,6,17.4
1755701178.780755,0.00396997654259065,-28.146991321265308,6,17.4
1755701178.7935536,0.0039673122148103845,-30.6447986152646,6,17.4
1755701178.826887,0.003972146151789794,-26.112982697068585,6,17.4
1755701178.873801,0.0039733859284750185,-24.950692054670228,6,17.4
1755701178.920467,0.003972772000597239,-25.526249440088808,6,17.4
1755701178.9334157,0.00396982753096983,-28.286689715784302,6,17.4
1755701178.966749,0.003972324965734778,-25.94534462364579,6,17.4
1755701179.01329,0.003971332548340115,-26.875735931142458,6,17.4
1755701179.0272307,0.003968221185697388,-29.792638408698735,6,17.4
1755701179.060564,0.003971213339043459,-26.987494646757654,6,17.4
1755701179.106789,0.0039754065260533406,-23.05638182499331,6,17.4
1755701179.15394,0.003969314930994209,-28.76725219292948,6,17.4
1755701179.1673777,0.0039711835367192945,-27.015434325661452,6,17.4
1755701179.200711,0.00396839403917754,-29.630588271056542,6,17.4
1755701179.2481,0.003967008231103911,-30.92978334008319,6,17.4
1755701179.2607517,0.003971433876242273,-26.780741022869055,6,17.4
1755701179.294085,0.003975144265600698,-23.302250999346093,6,17.4
1755701179.34052,0.003965553877684705,-32.29323967058874,6,17.4
1755701179.386517,0.00397104644602814,-27.14395684861844,6,17.4
1755701179.3988547,0.003968197343838057,-29.814990151821938,6,17.4
1755701179.432188,0.003965294597464478,-32.53631487705162,6,17.4
1755701179.477961,0.003965902564877425,-31.96634542741445,6,17.4
1755701179.508974,0.003968221185697388,-29.792638408698735,6,17.4
1755701179.554713,0.003969878194920909,-28.239192261648004,6,17.4
1755701179.600511,0.003966352579972302,-31.544456275966763,6,17.4
1755701179.646739,0.003968027470590322,-29.97424632157343,6,17.4
1755701179.6603727,0.003973862765661643,-24.503657192209445,6,17.4
1755701179.693706,0.003965541956755039,-32.30441554215074,6,17.4
1755701179.738396,0.003966853259018258,-31.07506967038359,6,17.4
1755701179.785088,0.003972366688988607,-25.906229073180796,6,17.4
1755701179.7983947,0.0039705249053552695,-27.63290122943492,6,17.4
1755701179.831728,0.003967347977599381,-30.611271000580206,6,17.4
1755701179.876998,0.003972378609918273,-25.895053201618794,6,17.4
1755701179.8894868,0.003968665240327432,-29.37633719303246,6,17.4
1755701179.92282,0.003972950814542223,-25.358611366666015,6,17.4
1755701179.968673,0.003965026376547002,-32.78777198718581,6,17.4
1755701180.014391,0.003971860049477818,-26.381203614545377,6,17.4
1755701180.0275826,0.003969303010064543,-28.778428064490676,6,17.4
1755701180.060916,0.003972035883190387,-26.21635950901248,6,17.4
1755701180.107403,0.003971669314603169,-26.560017559529367,6,17.4
1755701180.153396,0.003970727561159584,-27.442911412889735,6,17.4
1755701180.1658297,0.003967750308975596,-30.23408533537892,6,17.4
1755701180.199163,0.0039710911495143865,-27.102047330262742,6,17.4
1755701180.246391,0.003970238803043294,-27.901122146911714,6,17.4
1755701180.2599406,0.003967195985746144,-30.753763362989904,6,17.4
1755701180.293274,0.003967467186896037,-30.49951228496501,6,17.4
1755701180.339193,0.003970986841379812,-27.19983620642604,6,17.4
1755701180.38647,0.003977665542224976,-20.938554164085193,6,17.4
1755701180.3975396,0.003977066515509279,-21.500141710051064,6,17.4
1755701180.430873,0.0039689960461256535,-29.066206757199964,6,17.4
1755701180.434928,0.003967660902003104,-30.317904372090318,6,17.4
1755701180.523655,0.003973376987777769,-24.95907395834153,6,17.4
1755701180.56915,0.003968602655446688,-29.43501051872995,6,17.4
1755701180.615535,0.003967491028755369,-30.47716054184181,6,17.4
1755701180.6289556,0.003969037769379483,-29.027091206734973,6,17.4
1755701180.662289,0.003969723222835256,-28.384478591947598,6,17.4
1755701180.707503,0.003971582887863093,-26.64104262835006,6,17.4
1755701180.754369,0.00396739864155046,-30.56377354644391,6,17.4
1755701180.7666438,0.003966450927642043,-31.452255335584876,6,17.4
1755701180.799977,0.003968185422908391,-29.826166023383134,6,17.4
1755701180.845929,0.003972214697135371,-26.048721435589687,6,17.4
1755701180.8599896,0.003969007967055319,-29.05503088563877,6,17.4
1755701180.893323,0.003968861935666915,-29.19193531226706,6,17.4
1755701180.939834,0.0039724531157286835,-25.825204004359296,6,17.4
1755701180.985521,0.0039698364716670795,-28.278307812113,6,17.4
1755701180.9974208,0.003969133136816808,-28.937684234242976,6,17.4
1755701181.030754,0.003971475599496102,-26.74162547240406,6,17.4
1755701181.07715,0.003967043993892908,-30.89625572539879,6,17.4
1755701181.0899467,0.0039684596042907005,-29.569120977468344,6,17.4
1755701181.12328,0.003971410034382942,-26.803092765992254,6,17.4
1755701181.168973,0.003967768190370095,-30.21732152803632,6,17.4
1755701181.216001,0.003964156148681411,-33.603610611177395,6,17.4
1755701181.2281187,0.003974098204022539,-24.282933728869757,6,17.4
1755701181.261452,0.003970998762309478,-27.188660334864842,6,17.4
1755701181.308191,0.003968209264767722,-29.80381428026074,6,17.4
1755701181.3213377,0.003971955416915144,-26.291796642052574,6,17.4
1755701181.354671,0.003971463678566437,-26.752801343965256,6,17.4
1755701181.4004,0.003971675275068001,-26.55442962374877,6,17.4
1755701181.403673,0.003968560932192858,-29.474126069195755,6,17.4
1755701181.493363,0.003970736501856834,-27.434529509218436,6,17.4
1755701181.539225,0.0039684447031286185,-29.583090816920244,6,17.4
1755701181.544541,0.003970414636755862,-27.736278041379624,6,17.4
1755701181.635006,0.003969663618186928,-28.440357949755196,6,17.4
1755701181.644286,0.00396846854498795,-29.560739073797045,6,17.4
1755701181.724189,0.003971356390199446,-26.853384188019255,6,17.4
1755701181.77064,0.003966924784596252,-31.008014441013987,6,17.4
1755701181.817109,0.003971484540193352,-26.733243568732757,6,17.4
1755701181.863152,0.003968480465917615,-29.54956320223585,6,17.4
1755701181.909021,0.003964334962626395,-33.4359725377546,6,17.4
1755701181.9217727,0.003969320891459041,-28.761664257148883,6,17.4
1755701181.955106,0.003969279168205212,-28.800779807613875,6,17.4
1755701182.000566,0.003970146415838385,-27.987735151513814,6,17.4
1755701182.047832,0.003968441722896202,-29.58588478481095,6,17.4
1755701182.0609646,0.003972366688988607,-25.906229073180796,6,17.4
1755701182.094298,0.0039699437600340705,-28.177724968059,6,17.4
1755701182.140467,0.003972089527373882,-26.16606808698548,6,17.4
1755701182.185311,0.003969112275189893,-28.957242009475475,6,17.4
1755701182.1981738,0.003969872234456076,-28.244780197428604,6,17.4
1755701182.231507,0.003970381854199282,-27.767011688173316,6,17.4
1755701182.277746,0.00396826886941605,-29.747934922453144,6,17.4
1755701182.2906506,0.0039718570692454025,-26.383997582435274,6,17.4
1755701182.323984,0.003968581793819773,-29.454568293963256,6,17.4
1755701182.369924,0.00397203290295797,-26.219153476903184,6,17.4
1755701182.415179,0.003971070287887471,-27.121605105496048,6,17.4
1755701182.461137,0.003967553613636113,-30.418487216144317,6,17.4
1755701182.506783,0.003969398377501868,-28.68902109199868,6,17.4
1755701182.552019,0.0039674969892202015,-30.471572606061212,6,17.4
1755701182.5650866,0.003965753553256604,-32.10604382193345,6,17.4
1755701182.59842,0.003971517322749932,-26.702509921939065,6,17.4
1755701182.644579,0.003970483182101439,-27.672016779900726,6,17.4
1755701182.6572657,0.003970030186774146,-28.096699899238306,6,17.4
1755701182.690599,0.003970784185575497,-27.38982602297203,6,17.4
1755701182.737245,0.003972161052951876,-26.099012857616685,6,17.4
1755701182.783991,0.00396758937642511,-30.384959601459112,6,17.4
1755701182.7971816,0.0039725157006094275,-25.766530678661802,6,17.4
1755701182.830515,0.003970417616988279,-27.73348407348892,6,17.4
1755701182.876239,0.003968423841501704,-29.602648592152743,6,17.4
1755701182.8887646,0.003970656035581591,-27.50996664225853,6,17.4
1755701182.922098,0.003969323871691458,-28.758870289258176,6,17.4
1755701182.967584,0.003968605635679104,-29.432216550840057,6,17.4
1755701183.012928,0.00397116267509238,-27.034992100893948,6,17.4
1755701183.0262487,0.0039700212460768965,-28.10508180290961,6,17.4
1755701183.059582,0.003972470997123181,-25.8084401970175,6,17.4
1755701183.105134,0.003967935083385413,-30.06085932617553,6,17.4
1755701183.150362,0.00396801256942824,-29.988216161025328,6,17.4
1755701183.1205387,0.003969964621660985,-28.1581671928265,6,17.4
1755701183.153872,0.003969145057746474,-28.92650836268097,6,17.4
1755701183.24685,0.003973499177306841,-24.84452127483644,6,17.4
1755701183.287764,0.00396322035570266,-34.48091652875635,6,17.4
1755701183.333368,0.003974408148193845,-23.992361068270572,6,17.4
1755701183.379361,0.003972634909906084,-25.654771963046606,6,17.4
1755701183.425443,0.003970974920450146,-27.211012077988045,6,17.4
1755701183.470731,0.003969258306578297,-28.820337582846374,6,17.4
1755701183.516854,0.003968534110101111,-29.499271780208847,6,17.4
1755701183.5290287,0.003970894454174903,-27.28644921102814,6,17.4
1755701183.562362,0.003969353674015622,-28.730930610354378,6,17.4
1755701183.608743,0.003972566364560507,-25.719033224524697,6,17.4
1755701183.6217217,0.003971362350664279,-26.84779625223866,6,17.4
1755701183.655055,0.0039701285344438874,-28.004498958855606,6,17.4
1755701183.70273,0.003962743518516035,-34.927951391217135,6,17.4
1755701183.749431,0.003967613218284441,-30.36260785833672,6,17.4
1755701183.7618656,0.0039692225437893,-28.85386519753158,6,17.4
1755701183.795199,0.003968712924046095,-29.331633706786054,6,17.4
1755701183.841872,0.003967604277587192,-30.370989762007213,6,17.4
1755701183.8547847,0.003968727825208177,-29.317663867334154,6,17.4
1755701183.888118,0.003977021812023033,-21.542051228406763,6,17.4
1755701183.934865,0.003969887135618158,-28.230810357976704,6,17.4
1755701183.981507,0.003968042371752404,-29.96027648212153,6,17.4
1755701183.9942348,0.003968554971728025,-29.47971400497635,6,17.4
1755701184.027568,0.003966495631128289,-31.410345817229178,6,17.4
1755701184.072875,0.003972250459924368,-26.01519382090529,6,17.4
1755701184.119699,0.003968999026358069,-29.06341278931007,6,17.4
1755701184.165745,0.003972164033184292,-26.096218889725982,6,17.4
1755701184.211707,0.003971195457648961,-27.004258454099446,6,17.4
1755701184.257442,0.003969460962382612,-28.63034776630119,6,17.4
1755701184.277808,0.003974253176108192,-24.137647398570167,6,17.4
1755701184.350605,0.003970080850725225,-28.04920244510201,6,17.4
1755701184.397402,0.0039713116867132,-26.895293706374954,6,17.4
1755701184.443855,0.003971788523899825,-26.44825884391417,6,17.4
1755701184.490019,0.00396861755660877,-29.42104067927805,6,17.4
1755701184.535977,0.003967228768302725,-30.723029716195402,6,17.4
1755701184.55724,0.003972709415716494,-25.58492276578711,6,17.4
